"Date","Price","Open","High","Low","Vol.","Change %"
"10/31/2022","4.47","4.40","4.50","4.40","24.73M","2.05%"
"10/28/2022","4.38","4.44","4.45","4.35","21.22M","-1.13%"
"10/27/2022","4.43","4.46","4.47","4.42","15.66M","-0.45%"
"10/26/2022","4.45","4.45","4.48","4.42","8.19M","0.00%"
"10/25/2022","4.45","4.50","4.52","4.42","18.77M","-1.11%"
"10/21/2022","4.50","4.43","4.50","4.39","27.59M","1.35%"
"10/20/2022","4.44","4.34","4.44","4.30","34.57M","2.30%"
"10/19/2022","4.34","4.20","4.35","4.19","16.81M","3.33%"
"10/18/2022","4.20","4.22","4.25","4.17","15.08M","0.00%"
"10/17/2022","4.20","4.22","4.24","4.20","12.48M","0.00%"
"10/14/2022","4.20","4.20","4.24","4.19","22.59M","0.72%"
"10/13/2022","4.17","4.25","4.25","4.16","20.30M","-1.18%"
"10/12/2022","4.22","4.22","4.25","4.21","14.85M","0.48%"
"10/11/2022","4.20","4.28","4.28","4.20","21.20M","-1.41%"
"10/07/2022","4.26","4.25","4.28","4.24","20.26M","0.24%"
"10/06/2022","4.25","4.27","4.31","4.25","25.28M","0.00%"
"10/05/2022","4.25","4.29","4.33","4.24","21.16M","-0.47%"
"10/04/2022","4.27","4.27","4.30","4.26","22.49M","0.47%"
"10/03/2022","4.25","4.23","4.26","4.20","22.30M","0.47%"
"09/30/2022","4.23","4.21","4.25","4.19","30.97M","0.71%"
"09/29/2022","4.20","4.29","4.31","4.18","33.20M","-1.41%"
"09/28/2022","4.26","4.21","4.28","4.20","19.99M","1.19%"
"09/27/2022","4.21","4.28","4.33","4.21","29.48M","-1.64%"
"09/26/2022","4.28","4.34","4.35","4.27","43.35M","-1.38%"
"09/23/2022","4.34","4.40","4.40","4.31","21.87M","-1.14%"
"09/22/2022","4.39","4.41","4.44","4.38","12.47M","-0.23%"
"09/21/2022","4.40","4.44","4.52","4.40","19.01M","-1.12%"
"09/20/2022","4.45","4.47","4.51","4.45","16.00M","0.00%"
"09/19/2022","4.45","4.44","4.47","4.43","21.80M","-0.45%"
"09/15/2022","4.47","4.46","4.51","4.45","29.01M","0.68%"
"09/14/2022","4.44","4.50","4.54","4.44","12.47M","-1.77%"
"09/13/2022","4.52","4.64","4.64","4.52","21.02M","-3.83%"
"09/12/2022","4.70","4.70","4.72","4.68","8.84M","0.21%"
"09/09/2022","4.69","4.65","4.69","4.64","6.39M","1.08%"
"09/08/2022","4.64","4.65","4.67","4.64","10.42M","0.00%"
"09/07/2022","4.64","4.65","4.66","4.63","11.79M","-0.43%"
"09/06/2022","4.66","4.68","4.70","4.66","14.23M","-0.21%"
"09/05/2022","4.67","4.68","4.70","4.66","7.98M","0.00%"
"09/02/2022","4.67","4.66","4.70","4.66","10.02M","0.21%"
"09/01/2022","4.66","4.64","4.68","4.64","17.47M","-1.06%"
"08/30/2022","4.71","4.64","4.71","4.63","34.66M","1.73%"
"08/29/2022","4.63","4.60","4.65","4.59","10.10M","0.00%"
"08/26/2022","4.63","4.61","4.65","4.61","7.48M","0.43%"
"08/25/2022","4.61","4.62","4.67","4.59","19.15M","-0.22%"
"08/24/2022","4.62","4.60","4.62","4.58","12.11M","0.43%"
"08/23/2022","4.60","4.58","4.61","4.57","11.92M","0.22%"
"08/22/2022","4.59","4.60","4.61","4.58","9.13M","-0.43%"
"08/19/2022","4.61","4.65","4.66","4.61","7.80M","-0.86%"
"08/18/2022","4.65","4.65","4.69","4.64","13.41M","0.00%"
"08/17/2022","4.65","4.65","4.69","4.64","14.32M","0.00%"
"08/16/2022","4.65","4.65","4.67","4.63","13.10M","-0.21%"
"08/15/2022","4.66","4.65","4.69","4.63","14.37M","0.22%"
"08/12/2022","4.65","4.65","4.68","4.65","13.43M","0.00%"
"08/11/2022","4.65","4.64","4.68","4.63","18.05M","0.43%"
"08/10/2022","4.63","4.66","4.66","4.61","13.68M","-0.64%"
"08/09/2022","4.66","4.68","4.68","4.64","9.23M","0.43%"
"08/08/2022","4.64","4.63","4.66","4.62","11.52M","0.22%"
"08/05/2022","4.63","4.65","4.66","4.61","15.28M","-0.43%"
"08/04/2022","4.65","4.61","4.65","4.60","21.83M","0.87%"
"08/03/2022","4.61","4.62","4.64","4.58","13.13M","-1.07%"
"08/02/2022","4.66","4.66","4.67","4.61","8.71M","0.43%"
"08/01/2022","4.64","4.62","4.65","4.59","7.97M","0.00%"
"07/29/2022","4.64","4.64","4.66","4.59","14.65M","0.00%"
"07/28/2022","4.64","4.61","4.69","4.61","11.96M","0.87%"
"07/27/2022","4.60","4.60","4.62","4.59","9.19M","0.00%"
"07/26/2022","4.60","4.62","4.63","4.59","10.91M","-0.43%"
"07/25/2022","4.62","4.57","4.62","4.55","12.78M","1.09%"
"07/22/2022","4.57","4.44","4.59","4.44","16.92M","2.93%"
"07/21/2022","4.44","4.44","4.45","4.42","9.27M","0.23%"
"07/20/2022","4.43","4.41","4.44","4.39","15.57M","0.68%"
"07/19/2022","4.40","4.40","4.41","4.38","12.54M","0.23%"
"07/18/2022","4.39","4.40","4.40","4.37","11.31M","-0.23%"
"07/15/2022","4.40","4.40","4.40","4.37","7.08M","0.00%"
"07/14/2022","4.40","4.36","4.40","4.36","7.44M","0.69%"
"07/13/2022","4.37","4.39","4.41","4.35","10.71M","-0.68%"
"07/12/2022","4.40","4.40","4.40","4.37","5.81M","0.00%"
"07/08/2022","4.40","4.39","4.40","4.37","6.21M","0.92%"
"07/07/2022","4.36","4.40","4.41","4.36","8.53M","-0.68%"
"07/06/2022","4.39","4.42","4.46","4.38","14.74M","-0.45%"
"07/05/2022","4.41","4.42","4.44","4.39","12.93M","0.46%"
"07/04/2022","4.39","4.42","4.43","4.38","6.95M","-0.68%"
"07/01/2022","4.42","4.34","4.44","4.33","14.77M","1.14%"
"06/30/2022","4.37","4.42","4.46","4.37","29.04M","-1.13%"
"06/29/2022","4.42","4.44","4.47","4.40","16.84M","-0.90%"
"06/28/2022","4.46","4.43","4.47","4.42","13.54M","0.45%"
"06/27/2022","4.44","4.43","4.45","4.39","13.94M","0.23%"
"06/24/2022","4.43","4.41","4.45","4.40","5.34M","0.68%"
"06/23/2022","4.40","4.41","4.44","4.38","8.63M","0.00%"
"06/22/2022","4.40","4.50","4.50","4.40","13.21M","-1.57%"
"06/21/2022","4.47","4.45","4.47","4.43","11.60M","0.90%"
"06/20/2022","4.43","4.49","4.50","4.41","13.23M","-1.34%"
"06/17/2022","4.49","4.52","4.52","4.47","34.64M","-1.32%"
"06/16/2022","4.55","4.50","4.55","4.50","14.54M","1.56%"
"06/15/2022","4.48","4.51","4.51","4.45","15.61M","-0.67%"
"06/14/2022","4.51","4.44","4.52","4.43","17.37M","0.67%"
"06/13/2022","4.48","4.50","4.50","4.39","23.44M","-1.10%"
"06/10/2022","4.53","4.57","4.57","4.52","9.39M","-0.88%"
"06/09/2022","4.57","4.57","4.59","4.55","14.06M","0.00%"
"06/08/2022","4.57","4.53","4.60","4.52","9.66M","1.11%"
"06/07/2022","4.52","4.60","4.61","4.52","12.14M","-1.31%"
"06/03/2022","4.58","4.62","4.64","4.57","7.99M","-0.65%"
"06/02/2022","4.61","4.63","4.68","4.59","9.40M","-0.43%"
"06/01/2022","4.63","4.70","4.70","4.61","17.85M","-2.11%"
"05/31/2022","4.73","4.60","4.73","4.58","54.18M","3.05%"
"05/30/2022","4.59","4.62","4.63","4.58","6.09M","-0.65%"
"05/27/2022","4.62","4.60","4.62","4.57","7.66M","0.43%"
"05/26/2022","4.60","4.60","4.60","4.56","9.80M","1.10%"
"05/25/2022","4.55","4.51","4.58","4.51","12.75M","1.11%"
"05/24/2022","4.50","4.56","4.56","4.50","14.62M","-0.88%"
"05/23/2022","4.54","4.52","4.56","4.52","12.14M","0.44%"
"05/20/2022","4.52","4.58","4.62","4.52","15.04M","-1.09%"
"05/19/2022","4.57","4.63","4.63","4.56","15.11M","-0.87%"
"05/18/2022","4.61","4.54","4.63","4.52","17.25M","1.77%"
"05/17/2022","4.53","4.56","4.57","4.53","17.98M","0.00%"
"05/13/2022","4.53","4.63","4.64","4.53","20.86M","-2.16%"
"05/12/2022","4.63","4.66","4.68","4.62","18.63M","-0.43%"
"05/11/2022","4.65","4.63","4.69","4.59","24.63M","0.22%"
"05/10/2022","4.64","4.61","4.71","4.58","29.71M","1.75%"
"05/09/2022","4.56","4.57","4.58","4.51","17.51M","-0.65%"
"05/06/2022","4.59","4.61","4.66","4.58","32.88M","-0.86%"
"05/05/2022","4.63","4.74","4.77","4.58","29.07M","-1.28%"
"04/29/2022","4.69","4.72","4.72","4.69","13.83M","-0.42%"
"04/28/2022","4.71","4.72","4.73","4.70","20.71M","0.00%"
"04/27/2022","4.71","4.70","4.74","4.70","15.17M","-0.21%"
"04/26/2022","4.72","4.71","4.72","4.68","14.04M","0.21%"
"04/25/2022","4.71","4.71","4.71","4.67","14.53M","-0.21%"
"04/22/2022","4.72","4.67","4.72","4.66","14.41M","1.07%"
"04/21/2022","4.67","4.65","4.67","4.64","20.92M","0.43%"
"04/20/2022","4.65","4.63","4.67","4.62","27.58M","0.43%"
"04/18/2022","4.63","4.67","4.67","4.63","11.24M","-0.86%"
"04/15/2022","4.67","4.67","4.68","4.66","7.95M","0.00%"
"04/14/2022","4.67","4.68","4.69","4.67","13.58M","0.00%"
"04/13/2022","4.67","4.68","4.69","4.66","21.20M","0.00%"
"04/12/2022","4.67","4.67","4.68","4.66","14.66M","0.00%"
"04/11/2022","4.67","4.68","4.70","4.66","10.26M","-0.21%"
"04/08/2022","4.68","4.68","4.69","4.66","12.06M","0.00%"
"04/07/2022","4.68","4.70","4.71","4.67","29.19M","-0.64%"
"04/06/2022","4.71","4.70","4.72","4.70","15.66M","0.21%"
"04/05/2022","4.70","4.72","4.73","4.68","31.30M","-0.42%"
"04/04/2022","4.72","4.79","4.79","4.72","15.62M","-1.26%"
"04/01/2022","4.78","4.67","4.78","4.65","33.04M","2.36%"
"03/31/2022","4.67","4.65","4.67","4.64","39.26M","0.43%"
"03/30/2022","4.65","4.64","4.66","4.63","20.10M","0.43%"
"03/29/2022","4.63","4.66","4.67","4.62","19.88M","-0.86%"
"03/28/2022","4.67","4.66","4.67","4.64","13.38M","0.21%"
"03/25/2022","4.66","4.66","4.66","4.63","13.38M","0.22%"
"03/24/2022","4.65","4.64","4.67","4.62","17.26M","0.00%"
"03/23/2022","4.65","4.62","4.67","4.61","17.26M","0.65%"
"03/22/2022","4.62","4.63","4.63","4.58","26.04M","-0.22%"
"03/21/2022","4.63","4.65","4.65","4.60","29.22M","-1.28%"
"03/18/2022","4.69","4.61","4.69","4.58","115.15M","1.30%"
"03/17/2022","4.63","4.53","4.66","4.52","57.94M","2.43%"
"03/16/2022","4.52","4.49","4.52","4.48","39.36M","0.89%"
"03/15/2022","4.48","4.45","4.49","4.44","34.42M","0.90%"
"03/14/2022","4.44","4.40","4.44","4.36","30.81M","0.91%"
"03/11/2022","4.40","4.42","4.43","4.32","35.87M","-2.65%"
"03/10/2022","4.52","4.43","4.57","4.43","70.72M","2.73%"
"03/09/2022","4.40","4.31","4.43","4.31","35.15M","2.33%"
"03/08/2022","4.30","4.27","4.33","4.25","41.65M","-0.23%"
"03/07/2022","4.31","4.41","4.42","4.27","28.35M","-2.49%"
"03/04/2022","4.42","4.42","4.43","4.40","27.43M","-0.23%"
"03/03/2022","4.43","4.43","4.45","4.41","19.13M","0.45%"
"03/02/2022","4.41","4.42","4.45","4.38","31.76M","-0.23%"
"03/01/2022","4.42","4.45","4.47","4.42","24.88M","-0.67%"
"02/28/2022","4.45","4.39","4.45","4.38","50.16M","1.83%"
"02/25/2022","4.37","4.29","4.40","4.29","25.46M","2.10%"
"02/24/2022","4.28","4.36","4.37","4.26","29.95M","-1.83%"
"02/23/2022","4.36","4.34","4.39","4.34","19.03M","0.46%"
"02/22/2022","4.34","4.36","4.37","4.29","20.58M","-0.69%"
"02/21/2022","4.37","4.38","4.39","4.35","22.65M","-0.46%"
"02/18/2022","4.39","4.39","4.41","4.37","19.39M","-0.45%"
"02/17/2022","4.41","4.42","4.42","4.39","29.13M","0.00%"
"02/16/2022","4.41","4.40","4.43","4.37","20.30M","0.46%"
"02/15/2022","4.39","4.36","4.40","4.36","28.10M","0.69%"
"02/14/2022","4.36","4.33","4.37","4.33","17.38M","0.23%"
"02/11/2022","4.35","4.34","4.36","4.32","13.42M","0.00%"
"02/10/2022","4.35","4.30","4.35","4.27","26.15M","1.16%"
"02/09/2022","4.30","4.21","4.30","4.21","36.08M","2.14%"
"02/08/2022","4.21","4.22","4.23","4.21","10.41M","-0.24%"
"02/07/2022","4.22","4.22","4.23","4.21","15.15M","-0.24%"
"02/04/2022","4.23","4.24","4.24","4.20","15.67M","0.00%"
"02/03/2022","4.23","4.23","4.24","4.21","20.86M","0.48%"
"01/31/2022","4.21","4.22","4.23","4.20","13.11M","-0.24%"
"01/28/2022","4.22","4.20","4.23","4.20","13.88M","0.24%"
"01/27/2022","4.21","4.20","4.22","4.19","13.55M","0.24%"
"01/26/2022","4.20","4.18","4.22","4.18","16.10M","0.48%"
"01/25/2022","4.18","4.19","4.19","4.16","11.85M","-0.24%"
"01/24/2022","4.19","4.17","4.19","4.16","11.82M","0.24%"
"01/21/2022","4.18","4.18","4.19","4.16","17.88M","0.24%"
"01/20/2022","4.17","4.18","4.19","4.15","19.46M","-0.24%"
"01/19/2022","4.18","4.22","4.22","4.14","18.65M","-0.95%"
"01/17/2022","4.22","4.20","4.22","4.19","15.07M","0.48%"
"01/14/2022","4.20","4.23","4.24","4.18","15.20M","-0.94%"
"01/13/2022","4.24","4.23","4.25","4.22","13.17M","-0.24%"
"01/12/2022","4.25","4.23","4.25","4.21","16.58M","0.47%"
"01/11/2022","4.23","4.18","4.23","4.17","30.97M","1.20%"
"01/10/2022","4.18","4.15","4.19","4.14","12.66M","0.48%"
"01/07/2022","4.16","4.13","4.16","4.12","10.79M","0.97%"
"01/06/2022","4.12","4.16","4.17","4.11","13.66M","-1.20%"
"01/05/2022","4.17","4.13","4.17","4.12","12.87M","0.97%"
"01/04/2022","4.13","4.15","4.16","4.11","13.77M","-0.48%"
"01/03/2022","4.15","4.16","4.19","4.14","4.08M","-0.24%"
"12/31/2021","4.16","4.15","4.16","4.12","13.87M","0.24%"
"12/30/2021","4.15","4.19","4.20","4.13","20.19M","-0.95%"
"12/29/2021","4.19","4.18","4.19","4.16","9.48M","0.24%"
"12/28/2021","4.18","4.15","4.19","4.14","9.56M","0.72%"
"12/27/2021","4.15","4.12","4.15","4.11","7.92M","0.73%"
"12/24/2021","4.12","4.14","4.15","4.11","4.60M","-0.48%"
"12/23/2021","4.14","4.09","4.14","4.09","9.99M","0.98%"
"12/22/2021","4.10","4.09","4.11","4.07","11.09M","0.49%"
"12/21/2021","4.08","4.07","4.10","4.06","15.10M","0.25%"
"12/20/2021","4.07","4.08","4.08","4.05","8.75M","-0.25%"
"12/17/2021","4.08","4.03","4.08","4.01","33.61M","1.24%"
"12/16/2021","4.03","4.02","4.05","4.00","13.37M","0.50%"
"12/15/2021","4.01","4.00","4.02","3.98","15.60M","0.25%"
"12/14/2021","4.00","4.00","4.03","3.99","15.46M","0.00%"
"12/13/2021","4.00","4.00","4.02","3.99","17.27M","0.25%"
"12/10/2021","3.99","3.99","4.00","3.98","8.65M","0.00%"
"12/09/2021","3.99","3.99","4.00","3.97","10.74M","0.25%"
"12/08/2021","3.98","3.99","4.00","3.97","17.08M","-0.25%"
"12/07/2021","3.99","3.90","4.01","3.90","18.35M","2.84%"
"12/06/2021","3.88","3.90","3.92","3.88","48.42M","-0.77%"
"12/02/2021","3.91","3.91","3.93","3.90","27.48M","0.00%"
"12/01/2021","3.91","3.94","3.95","3.90","29.33M","-0.76%"
"11/30/2021","3.94","3.96","3.99","3.93","91.71M","-0.51%"
"11/29/2021","3.96","3.99","3.99","3.96","23.41M","-1.00%"
"11/26/2021","4.00","4.02","4.03","3.99","22.79M","-0.50%"
"11/25/2021","4.02","4.07","4.08","4.02","10.06M","-1.23%"
"11/24/2021","4.07","4.07","4.08","4.05","7.86M","0.00%"
"11/23/2021","4.07","4.07","4.09","4.06","13.21M","0.00%"
"11/22/2021","4.07","4.07","4.09","4.05","13.16M","0.00%"
"11/19/2021","4.07","4.07","4.07","4.05","11.81M","0.49%"
"11/18/2021","4.05","4.05","4.06","4.03","13.58M","0.00%"
"11/17/2021","4.05","4.03","4.05","4.02","17.80M","0.75%"
"11/16/2021","4.02","4.01","4.02","4.00","11.17M","0.25%"
"11/15/2021","4.01","4.02","4.04","4.00","9.85M","-0.25%"
"11/12/2021","4.02","4.03","4.05","4.01","15.59M","0.00%"
"11/11/2021","4.02","4.02","4.03","4.01","11.04M","0.00%"
"11/10/2021","4.02","4.03","4.03","4.01","10.46M","-0.25%"
"11/09/2021","4.03","4.03","4.05","4.01","12.28M","-0.25%"
"11/08/2021","4.04","4.04","4.05","4.02","13.63M","0.25%"
"11/05/2021","4.03","4.06","4.06","4.01","15.18M","-0.25%"
"11/03/2021","4.04","4.05","4.06","4.03","13.95M","0.00%"
"11/02/2021","4.04","4.06","4.08","4.04","22.21M","0.00%"
"11/01/2021","4.04","4.08","4.10","4.01","51.79M","-3.12%"
"10/29/2021","4.17","4.21","4.22","4.17","20.36M","-0.71%"
"10/28/2021","4.20","4.24","4.24","4.18","13.13M","-0.71%"
"10/27/2021","4.23","4.24","4.26","4.23","9.14M","0.00%"
"10/26/2021","4.23","4.24","4.25","4.22","13.50M","-0.24%"
"10/25/2021","4.24","4.23","4.27","4.23","6.77M","0.24%"
"10/22/2021","4.23","4.23","4.24","4.20","8.13M","0.00%"
"10/21/2021","4.23","4.28","4.28","4.20","19.78M","-0.94%"
"10/20/2021","4.27","4.25","4.28","4.24","18.35M","0.95%"
"10/18/2021","4.23","4.20","4.25","4.20","13.36M","0.71%"
"10/15/2021","4.20","4.20","4.21","4.19","9.39M","0.24%"
"10/14/2021","4.19","4.20","4.22","4.17","9.42M","0.00%"
"10/13/2021","4.19","4.16","4.20","4.16","9.12M","0.72%"
"10/12/2021","4.16","4.12","4.17","4.07","18.40M","1.22%"
"10/11/2021","4.11","4.10","4.13","4.08","13.01M","0.74%"
"10/08/2021","4.08","4.08","4.09","4.05","8.77M","0.00%"
"10/07/2021","4.08","4.06","4.08","4.05","8.97M","0.49%"
"10/06/2021","4.06","4.06","4.10","4.04","16.16M","0.00%"
"10/05/2021","4.06","4.03","4.06","4.00","9.45M","0.74%"
"10/04/2021","4.03","4.06","4.07","4.01","12.62M","-0.25%"
"10/01/2021","4.04","4.07","4.10","4.02","18.09M","-0.74%"
"09/30/2021","4.07","4.10","4.10","4.05","21.42M","-0.73%"
"09/29/2021","4.10","4.09","4.10","4.07","9.46M","-0.24%"
"09/28/2021","4.11","4.08","4.11","4.04","15.10M","0.74%"
"09/27/2021","4.08","4.05","4.08","4.02","14.44M","0.99%"
"09/24/2021","4.04","4.07","4.08","4.03","13.14M","-0.49%"
"09/23/2021","4.06","4.05","4.08","4.04","8.37M","0.50%"
"09/22/2021","4.04","4.03","4.06","4.02","13.21M","0.25%"
"09/21/2021","4.03","4.01","4.03","4.00","7.60M","0.25%"
"09/20/2021","4.02","4.05","4.05","4.00","5.93M","-0.99%"
"09/17/2021","4.06","4.03","4.06","4.00","25.79M","1.25%"
"09/15/2021","4.01","4.00","4.02","3.99","21.19M","0.25%"
"09/14/2021","4.00","4.05","4.06","3.99","25.13M","-1.48%"
"09/13/2021","4.06","4.07","4.07","4.02","14.49M","-0.98%"
"09/10/2021","4.10","4.10","4.11","4.08","12.24M","0.00%"
"09/09/2021","4.10","4.12","4.12","4.10","12.57M","-1.20%"
"09/08/2021","4.15","4.10","4.15","4.09","17.68M","1.22%"
"09/07/2021","4.10","4.10","4.11","4.09","9.41M","0.24%"
"09/06/2021","4.09","4.13","4.13","4.07","16.99M","-0.97%"
"09/03/2021","4.13","4.08","4.13","4.06","16.58M","1.47%"
"09/02/2021","4.07","4.08","4.09","4.05","20.99M","-0.25%"
"09/01/2021","4.08","4.19","4.19","4.06","35.54M","-2.39%"
"08/30/2021","4.18","4.18","4.19","4.10","50.68M","0.00%"
"08/27/2021","4.18","4.16","4.18","4.14","20.66M","0.48%"
"08/26/2021","4.16","4.12","4.16","4.10","27.98M","1.46%"
"08/25/2021","4.10","4.12","4.16","4.08","22.29M","-0.24%"
"08/24/2021","4.11","3.94","4.13","3.93","56.13M","4.31%"
"08/23/2021","3.94","3.93","3.96","3.92","17.17M","0.51%"
"08/20/2021","3.92","3.92","3.93","3.91","11.46M","0.26%"
"08/19/2021","3.91","3.94","3.95","3.91","22.54M","-0.76%"
"08/18/2021","3.94","3.95","3.96","3.93","14.32M","-0.25%"
"08/17/2021","3.95","3.94","3.96","3.93","30.82M","0.51%"
"08/16/2021","3.93","3.94","3.94","3.91","15.05M","-0.25%"
"08/13/2021","3.94","3.95","3.96","3.93","10.65M","-0.25%"
"08/12/2021","3.95","3.96","3.97","3.94","8.02M","-0.25%"
"08/11/2021","3.96","3.97","4.02","3.94","20.49M","0.00%"
"08/09/2021","3.96","3.95","3.97","3.95","7.72M","0.51%"
"08/06/2021","3.94","3.96","3.97","3.93","14.51M","-0.51%"
"08/05/2021","3.96","3.97","4.01","3.96","28.19M","0.00%"
"08/04/2021","3.96","3.99","4.00","3.94","24.33M","-1.00%"
"08/03/2021","4.00","3.98","4.01","3.96","17.62M","0.76%"
"08/02/2021","3.97","3.99","4.01","3.95","16.30M","-0.25%"
"07/30/2021","3.98","4.00","4.01","3.98","23.54M","-0.25%"
"07/29/2021","3.99","4.01","4.03","3.99","20.95M","-0.50%"
"07/28/2021","4.01","4.01","4.02","4.00","17.17M","0.00%"
"07/27/2021","4.01","4.01","4.03","3.99","30.95M","0.25%"
"07/26/2021","4.00","4.02","4.05","4.00","15.91M","-0.50%"
"07/23/2021","4.02","4.02","4.06","4.00","18.93M","0.00%"
"07/22/2021","4.02","4.02","4.04","4.00","26.50M","0.25%"
"07/21/2021","4.01","4.03","4.04","4.01","26.83M","-0.74%"
"07/19/2021","4.04","4.06","4.08","4.04","29.84M","-0.49%"
"07/16/2021","4.06","4.06","4.07","4.03","15.35M","0.25%"
"07/15/2021","4.05","4.06","4.09","4.05","12.09M","-0.49%"
"07/14/2021","4.07","4.08","4.11","4.05","23.31M","-0.25%"
"07/13/2021","4.08","4.09","4.13","4.08","16.73M","0.00%"
"07/12/2021","4.08","4.07","4.10","4.04","10.62M","0.49%"
"07/09/2021","4.06","4.05","4.09","4.04","16.84M","0.25%"
"07/08/2021","4.05","4.07","4.08","4.02","18.95M","-0.74%"
"07/07/2021","4.08","4.08","4.10","4.07","15.38M","-0.49%"
"07/06/2021","4.10","4.12","4.14","4.09","10.60M","-0.49%"
"07/05/2021","4.12","4.12","4.12","4.08","9.19M","0.24%"
"07/02/2021","4.11","4.12","4.14","4.10","12.21M","-0.24%"
"07/01/2021","4.12","4.11","4.15","4.11","18.70M","0.24%"
"06/30/2021","4.11","4.15","4.18","4.10","26.96M","-0.96%"
"06/29/2021","4.15","4.14","4.16","4.13","10.18M","0.00%"
"06/28/2021","4.15","4.18","4.19","4.13","18.57M","-0.95%"
"06/25/2021","4.19","4.18","4.22","4.17","12.10M","0.24%"
"06/24/2021","4.18","4.19","4.22","4.18","20.58M","-0.24%"
"06/23/2021","4.19","4.20","4.22","4.18","7.91M","-0.24%"
"06/22/2021","4.20","4.17","4.21","4.17","12.78M","0.48%"
"06/21/2021","4.18","4.18","4.21","4.17","12.61M","-0.48%"
"06/18/2021","4.20","4.19","4.22","4.16","35.11M","0.24%"
"06/17/2021","4.19","4.21","4.23","4.18","12.44M","-0.48%"
"06/16/2021","4.21","4.22","4.23","4.19","13.06M","0.00%"
"06/15/2021","4.21","4.25","4.26","4.20","15.97M","-0.47%"
"06/14/2021","4.23","4.21","4.26","4.20","14.58M","0.48%"
"06/11/2021","4.21","4.21","4.24","4.19","11.72M","0.24%"
"06/10/2021","4.20","4.21","4.22","4.19","9.39M","0.00%"
"06/09/2021","4.20","4.27","4.27","4.20","11.23M","-1.64%"
"06/08/2021","4.27","4.24","4.27","4.21","16.69M","1.67%"
"06/04/2021","4.20","4.25","4.25","4.17","18.73M","-0.94%"
"06/03/2021","4.24","4.23","4.26","4.21","11.07M","0.00%"
"06/02/2021","4.24","4.21","4.26","4.21","14.40M","0.71%"
"06/01/2021","4.21","4.21","4.23","4.19","8.41M","0.00%"
"05/31/2021","4.21","4.20","4.24","4.18","12.79M","-1.41%"
"05/28/2021","4.27","4.25","4.28","4.22","18.03M","0.00%"
"05/27/2021","4.27","4.19","4.27","4.18","74.11M","2.40%"
"05/25/2021","4.17","4.16","4.19","4.16","16.57M","0.24%"
"05/24/2021","4.16","4.15","4.20","4.15","18.22M","0.24%"
"05/21/2021","4.15","4.16","4.19","4.12","20.10M","-1.19%"
"05/20/2021","4.20","4.17","4.24","4.17","26.15M","0.24%"
"05/19/2021","4.19","4.19","4.20","4.16","17.51M","0.00%"
"05/18/2021","4.19","4.24","4.26","4.18","19.21M","-1.64%"
"05/17/2021","4.26","4.15","4.26","4.15","39.07M","2.90%"
"05/12/2021","4.14","4.14","4.22","4.12","26.25M","0.98%"
"05/11/2021","4.10","4.09","4.10","4.08","12.41M","0.00%"
"05/10/2021","4.10","4.10","4.10","4.08","9.77M","0.00%"
"05/07/2021","4.10","4.10","4.13","4.07","11.02M","0.24%"
"05/06/2021","4.09","4.11","4.13","4.07","19.85M","-0.49%"
"05/05/2021","4.11","4.13","4.15","4.10","12.74M","-0.24%"
"05/04/2021","4.12","4.13","4.15","4.12","7.80M","-0.24%"
"05/03/2021","4.13","4.15","4.15","4.12","9.06M","-0.48%"
"04/30/2021","4.15","4.18","4.19","4.14","33.59M","-0.48%"
"04/28/2021","4.17","4.17","4.18","4.16","12.92M","0.00%"
"04/27/2021","4.17","4.18","4.19","4.16","14.14M","-0.48%"
"04/26/2021","4.19","4.18","4.19","4.17","18.38M","0.48%"
"04/23/2021","4.17","4.20","4.21","4.17","11.27M","-0.71%"
"04/22/2021","4.20","4.19","4.20","4.18","10.25M","0.48%"
"04/21/2021","4.18","4.20","4.23","4.18","12.57M","-0.48%"
"04/20/2021","4.20","4.19","4.21","4.18","15.50M","0.24%"
"04/19/2021","4.19","4.20","4.20","4.18","11.71M","-0.24%"
"04/16/2021","4.20","4.21","4.22","4.20","8.21M","-0.71%"
"04/15/2021","4.23","4.20","4.23","4.19","15.25M","0.71%"
"04/14/2021","4.20","4.23","4.24","4.19","8.83M","-0.71%"
"04/13/2021","4.23","4.21","4.23","4.19","8.60M","0.48%"
"04/12/2021","4.21","4.21","4.23","4.19","10.29M","0.24%"
"04/09/2021","4.20","4.22","4.23","4.19","12.15M","-0.24%"
"04/08/2021","4.21","4.22","4.26","4.19","15.00M","-0.24%"
"04/07/2021","4.22","4.26","4.26","4.19","16.76M","0.48%"
"04/06/2021","4.20","4.23","4.26","4.20","13.91M","-0.47%"
"04/05/2021","4.22","4.24","4.27","4.20","9.08M","-0.47%"
"04/02/2021","4.24","4.24","4.26","4.21","4.17M","0.47%"
"04/01/2021","4.22","4.28","4.33","4.21","15.45M","0.48%"
"03/31/2021","4.20","4.29","4.30","4.18","31.23M","-1.87%"
"03/30/2021","4.28","4.23","4.28","4.23","16.00M","1.18%"
"03/29/2021","4.23","4.21","4.24","4.18","14.72M","0.95%"
"03/26/2021","4.19","4.18","4.21","4.17","10.10M","0.48%"
"03/25/2021","4.17","4.19","4.21","4.17","13.43M","-0.24%"
"03/24/2021","4.18","4.19","4.21","4.16","15.18M","0.00%"
"03/23/2021","4.18","4.23","4.24","4.17","24.50M","-0.95%"
